Central bank,date,Policy rate,Today,Last month,Start of year
BoE,19517,4.5,,,
BoE,19518,4.5,,,
BoE,19519,4.5,,,
BoE,19520,4.5,,,
BoE,19521,4.5,,,
BoE,19522,4.5,,,
BoE,19523,4.5,,,
BoE,19524,4.5,,,
BoE,19525,4.5,,,
BoE,19526,4.5,,,
BoE,19527,4.5,,,
BoE,19528,4.5,,,
BoE,19529,4.5,,,
BoE,19530,5,,,
BoE,19531,5,,,
BoE,19532,5,,,
BoE,19533,5,,,
BoE,19534,5,,,
BoE,19535,5,,,
BoE,19536,5,,,
BoE,19537,5,,,
BoE,19538,5,,,
BoE,19539,5,,,
BoE,19540,5,,,
BoE,19541,5,,,
BoE,19542,5,,,
BoE,19543,5,,,
BoE,19544,5,,,
BoE,19545,5,,,
BoE,19546,5,,,
BoE,19547,5,,,
BoE,19548,5,,,
BoE,19549,5,,,
BoE,19550,5,,,
BoE,19551,5,,,
BoE,19552,5,,,
BoE,19553,5,,,
BoE,19554,5,,,
BoE,19555,5,,,
BoE,19556,5,,,
BoE,19557,5,,,
BoE,19558,5,,,
BoE,19559,5,,,
BoE,19560,5,,,
BoE,19561,5,,,
BoE,19562,5,,,
BoE,19563,5,,,
BoE,19564,5,,,
BoE,19565,5,,,
BoE,19566,5,,,
BoE,19567,5,,,
BoE,19568,5,,,
BoE,19569,5,,,
BoE,19570,5,,,
BoE,19571,5,,,
BoE,19572,5.25,,,
BoE,19573,5.25,,,
BoE,19574,5.25,,,
BoE,19575,5.25,,,
BoE,19576,5.25,,,
BoE,19577,5.25,,,
BoE,19578,5.25,,,
BoE,19579,5.25,,,
BoE,19580,5.25,,,
BoE,19581,5.25,,,
BoE,19582,5.25,,,
BoE,19583,5.25,,,
BoE,19584,5.25,,,
BoE,19585,5.25,,,
BoE,19586,5.25,,,
BoE,19587,5.25,,,
BoE,19588,5.25,,,
BoE,19589,5.25,,,
BoE,19590,5.25,,,
BoE,19591,5.25,,,
BoE,19592,5.25,,,
BoE,19593,5.25,,,
BoE,19594,5.25,,,
BoE,19595,5.25,,,
BoE,19596,5.25,,,
BoE,19597,5.25,,,
BoE,19598,5.25,,,
BoE,19599,5.25,,,
BoE,19600,5.25,,,
BoE,19601,5.25,,,
BoE,19602,5.25,,,
BoE,19603,5.25,,,
BoE,19604,5.25,,,
BoE,19605,5.25,,,
BoE,19606,5.25,,,
BoE,19607,5.25,,,
BoE,19608,5.25,,,
BoE,19609,5.25,,,
BoE,19610,5.25,,,
BoE,19611,5.25,,,
BoE,19612,5.25,,,
BoE,19613,5.25,,,
BoE,19614,5.25,,,
BoE,19615,5.25,,,
BoE,19616,5.25,,,
BoE,19617,5.25,,,
BoE,19618,5.25,,,
BoE,19619,5.25,,,
BoE,19620,5.25,,,
BoE,19621,5.25,,,
BoE,19622,5.25,,,
BoE,19623,5.25,,,
BoE,19624,5.25,,,
BoE,19625,5.25,,,
BoE,19626,5.25,,,
BoE,19627,5.25,,,
BoE,19628,5.25,,,
BoE,19629,5.25,,,
BoE,19630,5.25,,,
BoE,19631,5.25,,,
BoE,19632,5.25,,,
BoE,19633,5.25,,,
BoE,19634,5.25,,,
BoE,19635,5.25,,,
BoE,19636,5.25,,,
BoE,19637,5.25,,,
BoE,19638,5.25,,,
BoE,19639,5.25,,,
BoE,19640,5.25,,,
BoE,19641,5.25,,,
BoE,19642,5.25,,,
BoE,19643,5.25,,,
BoE,19644,5.25,,,
BoE,19645,5.25,,,
BoE,19646,5.25,,,
BoE,19647,5.25,,,
BoE,19648,5.25,,,
BoE,19649,5.25,,,
BoE,19650,5.25,,,
BoE,19651,5.25,,,
BoE,19652,5.25,,,
BoE,19653,5.25,,,
BoE,19654,5.25,,,
BoE,19655,5.25,,,
BoE,19656,5.25,,,
BoE,19657,5.25,,,
BoE,19658,5.25,,,
BoE,19659,5.25,,,
BoE,19660,5.25,,,
BoE,19661,5.25,,,
BoE,19662,5.25,,,
BoE,19663,5.25,,,
BoE,19664,5.25,,,
BoE,19665,5.25,,,
BoE,19666,5.25,,,
BoE,19667,5.25,,,
BoE,19668,5.25,,,
BoE,19669,5.25,,,
BoE,19670,5.25,,,
BoE,19671,5.25,,,
BoE,19672,5.25,,,
BoE,19673,5.25,,,
BoE,19674,5.25,,,
BoE,19675,5.25,,,
BoE,19676,5.25,,,
BoE,19677,5.25,,,
BoE,19678,5.25,,,
BoE,19679,5.25,,,
BoE,19680,5.25,,,
BoE,19681,5.25,,,
BoE,19682,5.25,,,
BoE,19683,5.25,,,
BoE,19684,5.25,,,
BoE,19685,5.25,,,
BoE,19686,5.25,,,
BoE,19687,5.25,,,
BoE,19688,5.25,,,
BoE,19689,5.25,,,
BoE,19690,5.25,,,
BoE,19691,5.25,,,
BoE,19692,5.25,,,
BoE,19693,5.25,,,
BoE,19694,5.25,,,
BoE,19695,5.25,,,
BoE,19696,5.25,,,
BoE,19697,5.25,,,
BoE,19698,5.25,,,
BoE,19699,5.25,,,
BoE,19700,5.25,,,
BoE,19701,5.25,,,
BoE,19702,5.25,,,
BoE,19703,5.25,,,
BoE,19704,5.25,,,
BoE,19705,5.25,,,
BoE,19706,5.25,,,
BoE,19707,5.25,,,
BoE,19708,5.25,,,
BoE,19709,5.25,,,
BoE,19710,5.25,,,
BoE,19711,5.25,,,
BoE,19712,5.25,,,
BoE,19713,5.25,,,
BoE,19714,5.25,,,
BoE,19715,5.25,,,
BoE,19716,5.25,,,
BoE,19717,5.25,,,
BoE,19718,5.25,,,
BoE,19719,5.25,,,
BoE,19720,5.25,,,
BoE,19721,5.25,,,
BoE,19722,5.25,,,
BoE,19723,5.25,,,
BoE,19724,5.25,,,
BoE,19725,5.25,,,
BoE,19726,5.25,,,
BoE,19727,5.25,,,
BoE,19728,5.25,,,
BoE,19729,5.25,,,
BoE,19730,5.25,,,
BoE,19731,5.25,,,
BoE,19732,5.25,,,
BoE,19733,5.25,,,
BoE,19734,5.25,,,
BoE,19735,5.25,,,
BoE,19736,5.25,,,
BoE,19737,5.25,,,
BoE,19738,5.25,,,
BoE,19739,5.25,,,
BoE,19740,5.25,,,
BoE,19741,5.25,,,
BoE,19742,5.25,,,
BoE,19743,5.25,,,
BoE,19744,5.25,,,
BoE,19745,5.25,,,
BoE,19746,5.25,,,
BoE,19747,5.25,,,
BoE,19748,5.25,,,
BoE,19749,5.25,,,
BoE,19750,5.25,,,
BoE,19751,5.25,,,
BoE,19752,5.25,,,
BoE,19753,5.25,,,
BoE,19754,5.25,,,
BoE,19755,5.25,,,
BoE,19756,5.25,,,
BoE,19757,5.25,,,
BoE,19758,5.25,,,
BoE,19759,5.25,,,
BoE,19760,5.25,,,
BoE,19761,5.25,,,
BoE,19762,5.25,,,
BoE,19763,5.25,,,
BoE,19764,5.25,,,
BoE,19765,5.25,,,
BoE,19766,5.25,,,
BoE,19767,5.25,,,
BoE,19768,5.25,,,
BoE,19769,5.25,,,
BoE,19770,5.25,,,
BoE,19771,5.25,,,
BoE,19772,5.25,,,
BoE,19773,5.25,,,
BoE,19774,5.25,,,
BoE,19775,5.25,,,
BoE,19776,5.25,,,
BoE,19777,5.25,,,
BoE,19778,5.25,,,
BoE,19779,5.25,,,
BoE,19780,5.25,,,
BoE,19781,5.25,,,
BoE,19782,5.25,,,
BoE,19783,5.25,,,
BoE,19784,5.25,,,
BoE,19785,5.25,,,
BoE,19786,5.25,,,
BoE,19787,5.25,,,
BoE,19788,5.25,,,
BoE,19789,5.25,,,
BoE,19790,5.25,,,
BoE,19791,5.25,,,
BoE,19792,5.25,,,
BoE,19793,5.25,,,
BoE,19794,5.25,,,
BoE,19795,5.25,,,
BoE,19796,5.25,,,
BoE,19797,5.25,,,
BoE,19798,5.25,,,
BoE,19799,5.25,,,
BoE,19800,5.25,,,
BoE,19801,5.25,,,
BoE,19802,5.25,,,
BoE,19803,5.25,,,
BoE,19804,5.25,,,
BoE,19805,5.25,,,
BoE,19806,5.25,,,
BoE,19807,5.25,,,
BoE,19808,5.25,,,
BoE,19809,5.25,,,
BoE,19810,5.25,,,
BoE,19811,5.25,,,
BoE,19812,5.25,,,
BoE,19813,5.25,,,
BoE,19814,5.25,,,
BoE,19815,5.25,,,
BoE,19816,5.25,,,
BoE,19817,5.25,,,
BoE,19818,5.25,,,
BoE,19819,5.25,,,
BoE,19820,5.25,,,
BoE,19821,5.25,,,
BoE,19822,5.25,,,
BoE,19823,5.25,,,
BoE,19824,5.25,,,
BoE,19825,5.25,,,
BoE,19826,5.25,,,
BoE,19827,5.25,,,
BoE,19828,5.25,,,
BoE,19829,5.25,,,
BoE,19830,5.25,,,
BoE,19831,5.25,,,
BoE,19832,5.25,,,
BoE,19833,5.25,,,
BoE,19834,5.25,,,
BoE,19835,5.25,,,
BoE,19836,5.25,,,
BoE,19837,5.25,,,
BoE,19838,5.25,,,
BoE,19839,5.25,,,
BoE,19840,5.25,,,
BoE,19841,5.25,,,
BoE,19842,5.25,,,
BoE,19843,5.25,,,
BoE,19844,5.25,,,
BoE,19845,5.25,,,
BoE,19846,5.25,,,
BoE,19847,5.25,,,
BoE,19848,5.25,,,
BoE,19849,5.25,,,
BoE,19850,5.25,,,
BoE,19851,5.25,,,
BoE,19852,5.25,,,
BoE,19853,5.25,,,
BoE,19854,5.25,,,
BoE,19855,5.25,,,
BoE,19856,5.25,,,
BoE,19857,5.25,,,
BoE,19858,5.25,,,
BoE,19859,5.25,,,
BoE,19860,5.25,,,
BoE,19861,5.25,,,
BoE,19862,5.25,,,
BoE,19863,5.25,,,
BoE,19864,5.25,,,
BoE,19865,5.25,,,
BoE,19866,5.25,,,
BoE,19867,5.25,,,
BoE,19868,5.25,,,
BoE,19869,5.25,,,
BoE,19870,5.25,,,
BoE,19871,5.25,,,
BoE,19872,5.25,,,
BoE,19873,5.25,,,
BoE,19874,5.25,,,
BoE,19875,5.25,,,
BoE,19876,5.25,,,
BoE,19877,5.25,,,
BoE,19878,5.25,,,
BoE,19879,5.25,,,
BoE,19880,5.25,,,
BoE,19881,5.25,,,
BoE,19882,5.25,,,
BoE,19883,5.25,,,
BoE,19884,5.25,,,
BoE,19885,5.25,,,
BoE,19886,5.25,,,
BoE,19887,5.25,,,
BoE,19888,5.25,,,
BoE,19889,5.25,,,
BoE,19890,5.25,,,
BoE,19891,5.25,,,
BoE,19892,5.25,,,
BoE,19893,5.25,,,
BoE,19894,5.25,,,
BoE,19895,5.25,,,
BoE,19896,5.25,,,
BoE,19897,5.25,,,
BoE,19898,5.25,,,
BoE,19899,5.25,,,
BoE,19900,5.25,,,
BoE,19901,5.25,,,
BoE,19902,5.25,,,
BoE,19903,5.25,,,
BoE,19904,5.25,,,
BoE,19905,5.25,,,
BoE,19906,5.25,,,
BoE,19907,5.25,,,
BoE,19908,5.25,,,
BoE,19909,5.25,,,
BoE,19910,5.25,,,
BoE,19911,5.25,,,
BoE,19912,5.25,,,
BoE,19913,5.25,,,
BoE,19914,5.25,,,
BoE,19915,5.25,,,
BoE,19916,5.25,,,
BoE,19917,5.25,,,
BoE,19918,5.25,,,
BoE,19919,5.25,,,
BoE,19920,5.25,,,
BoE,19921,5.25,,,
BoE,19922,5.25,,,
BoE,19923,5.25,,,
BoE,19924,5.25,,,
BoE,19925,5.25,,,
BoE,19926,5.25,,,
BoE,19927,5.25,,,
BoE,19928,5.25,,,
BoE,19929,5.25,,,
BoE,19930,5.25,,,
BoE,19931,5.25,,,
BoE,19932,5.25,,,
BoE,19933,5.25,,,
BoE,19934,5.25,,,
BoE,19935,5.25,,,
BoE,19936,5,,,
BoE,19937,5,,,
BoE,19938,5,,,
BoE,19939,5,,,
BoE,19940,5,,,
BoE,19941,5,,,
BoE,19942,5,,,
BoE,19943,5,,,
BoE,19944,5,,,
BoE,19945,5,,,
BoE,19946,5,,,
BoE,19947,5,,,
BoE,19948,5,,,
BoE,19949,5,,,
BoE,19950,5,,,
BoE,19951,5,,,
BoE,19952,5,,,
BoE,19953,5,,,
BoE,19954,5,,,
BoE,19955,5,,,
BoE,19956,5,,,
BoE,19957,5,,,
BoE,19958,5,,,
BoE,19959,5,,,
BoE,19960,5,,,
BoE,19961,5,,,
BoE,19962,5,,,
BoE,19963,5,,,
BoE,19964,5,,,
BoE,19965,5,,,
BoE,19966,5,,,
BoE,19967,5,,,
BoE,19968,5,,,
BoE,19969,5,,,
BoE,19970,5,,,
BoE,19971,5,,,
BoE,19972,5,,,
BoE,19973,5,,,
BoE,19974,5,,,
BoE,19975,5,,,
BoE,19976,5,,,
BoE,19977,5,,,
BoE,19978,5,,,
BoE,19979,5,,,
BoE,19980,5,,,
BoE,19981,5,,,
BoE,19982,5,,,
BoE,19983,5,,,
BoE,19984,5,,,
BoE,19985,5,,,
BoE,19986,5,,,
BoE,19987,5,,,
BoE,19988,5,,,
BoE,19989,5,,,
BoE,19990,5,,,
BoE,19991,5,,,
BoE,19992,5,,,
BoE,19993,5,,,
BoE,19994,5,,,
BoE,19995,5,,,
BoE,19996,5,,,
BoE,19997,5,,,
BoE,19998,5,,,
BoE,19999,5,,,
BoE,20000,5,,,
BoE,20001,5,,,
BoE,20002,5,,,
BoE,20003,5,,,
BoE,20004,5,,,
BoE,20005,5,,,
BoE,20006,5,,,
BoE,20007,5,,,
BoE,20008,5,,,
BoE,20009,5,,,
BoE,20010,5,,,
BoE,20011,5,,,
BoE,20012,5,,,
BoE,20013,5,,,
BoE,20014,5,,,
BoE,20015,5,,,
BoE,20016,5,,,
BoE,20017,5,,,
BoE,20018,5,,,
BoE,20019,5,,,
BoE,20020,5,,,
BoE,20021,5,,,
BoE,20022,5,,,
BoE,20023,5,,,
BoE,20024,5,,,
BoE,20025,5,,,
BoE,20026,5,,,
BoE,20027,5,,,
BoE,20028,5,,,
BoE,20029,5,,,
BoE,20030,5,,,
BoE,20031,5,,,
BoE,20088,,4.5849990844727,4.48,3.61499999999999
BoE,20178,,4.3300018310547,4.14,3.34999999999999
BoE,20269,,4.18499755859381,3.895,3.16500000000001
