date,1,2,3,4,5,6,7,8,9,10,Period,Quarter points,Popup,implied_rate_moves,geo,MPR implied
2024-06-07,-1,-1,-0.19999999999998863,0,0,0,0,0,0,0,End 2025,2,2024-06-07,-2.1999999999999886,BoE,NA
2024-06-14,-1,-1,-1,-0.2599999999999909,0,0,0,0,0,0,End 2025,3,2024-06-14,-3.259999999999991,BoE,NA
2024-06-21,-1,-1,-1,-0.39999999999997726,0,0,0,0,0,0,End 2025,3,2024-06-21,-3.3999999999999773,BoE,-4
2024-06-28,-1,-1,-0.9399999999999977,0,0,0,0,0,0,0,End 2025,3,2024-06-28,-2.9399999999999977,BoE,-4
2024-07-05,-1,-1,-1,-0.160000000000025,0,0,0,0,0,0,End 2025,3,2024-07-05,-3.160000000000025,BoE,-4
2024-07-12,-1,-1,-1,-0.4399999999999977,0,0,0,0,0,0,End 2025,3,2024-07-12,-3.4399999999999977,BoE,-4
2024-07-19,-1,-1,-1,-0.5600000000000023,0,0,0,0,0,0,End 2025,4,2024-07-19,-3.5600000000000023,BoE,-4
2024-07-26,-1,-1,-1,-0.6800000000000068,0,0,0,0,0,0,End 2025,4,2024-07-26,-3.680000000000007,BoE,-3
2024-08-02,-1,-1,-1,-1,-0.9800000000000182,0,0,0,0,0,End 2025,5,2024-08-02,-4.980000000000018,BoE,-3
2024-08-09,-1,-1,-1,-1,-0.6200000000000045,0,0,0,0,0,End 2025,5,2024-08-09,-4.6200000000000045,BoE,-3
2024-08-16,-1,-1,-1,-1,-0.4200000000000159,0,0,0,0,0,End 2025,4,2024-08-16,-4.420000000000016,BoE,-3
2024-08-23,-1,-1,-1,-1,-0.5400000000000205,0,0,0,0,0,End 2025,5,2024-08-23,-4.5400000000000205,BoE,-3
2024-08-30,-1,-1,-1,-1,-0.30000000000001137,0,0,0,0,0,End 2025,4,2024-08-30,-4.300000000000011,BoE,-3
2024-09-06,-1,-1,-1,-1,-1,-0.10000000000002274,0,0,0,0,End 2025,5,2024-09-06,-5.100000000000023,BoE,-3
2024-09-13,-1,-1,-1,-1,-1,-0.9200000000000159,0,0,0,0,End 2025,6,2024-09-13,-5.920000000000016,BoE,-3
2024-09-20,-1,-1,-1,-1,-1,-0.39999999999997726,0,0,0,0,End 2025,5,2024-09-20,-5.399999999999977,BoE,-3
2024-09-27,-1,-1,-1,-1,-1,-0.4200000000000159,0,0,0,0,End 2025,5,2024-09-27,-5.420000000000016,BoE,-3.5
2024-10-04,-1,-1,-1,-1,-0.30000000000001137,0,0,0,0,0,End 2025,4,2024-10-04,-4.300000000000011,BoE,-3.5
2024-10-11,-1,-1,-1,-1,-0.12000000000000455,0,0,0,0,0,End 2025,4,2024-10-11,-4.1200000000000045,BoE,-3.5
2024-10-18,-1,-1,-1,-1,-0.9599999999999795,0,0,0,0,0,End 2025,5,2024-10-18,-4.9599999999999795,BoE,-3.5
2024-10-25,-1,-1,-1,-1,-0.2599999999999909,0,0,0,0,0,End 2025,4,2024-10-25,-4.259999999999991,BoE,-3.5
2024-11-01,-1,-1,-0.9399999999999977,0,0,0,0,0,0,0,End 2025,3,2024-11-01,-2.9399999999999977,BoE,-3.5
2024-11-08,-1,-1,-0.8600000000000136,0,0,0,0,0,0,0,End 2025,3,2024-11-08,-2.8600000000000136,BoE,-3.5
2024-11-15,-1,-1,-0.8799999999999955,0,0,0,0,0,0,0,End 2025,3,2024-11-15,-2.8799999999999955,BoE,-3.5
2024-11-22,-1,-1,-1,-0.2599999999999909,0,0,0,0,0,0,End 2025,3,2024-11-22,-3.259999999999991,BoE,-4.5
2024-11-29,-1,-1,-1,-0.4399999999999977,0,0,0,0,0,0,End 2025,3,2024-11-29,-3.4399999999999977,BoE,-4.5
2024-12-06,-1,-1,-1,-0.37999999999999545,0,0,0,0,0,0,End 2025,3,2024-12-06,-3.3799999999999955,BoE,-4.5
2024-12-13,-1,-1,-1,-0.36000000000001364,0,0,0,0,0,0,End 2025,3,2024-12-13,-3.3600000000000136,BoE,-4.5
2024-12-20,-1,-1,-0.7599999999999909,0,0,0,0,0,0,0,End 2025,3,2024-12-20,-2.759999999999991,BoE,-4.5
2024-12-27,-1,-1,-0.4200000000000159,0,0,0,0,0,0,0,End 2025,2,2024-12-27,-2.420000000000016,BoE,-4.5
2025-01-03,-1,-1,-0.5400000000000205,0,0,0,0,0,0,0,End 2025,3,2025-01-03,-2.5400000000000205,BoE,-4.5
2025-01-10,-1,-1,-0.040000000000020464,0,0,0,0,0,0,0,End 2025,2,2025-01-10,-2.0400000000000205,BoE,-4.5
2025-01-17,-1,-1,-0.7599999999999909,0,0,0,0,0,0,0,End 2025,3,2025-01-17,-2.759999999999991,BoE,-4.5
2025-01-24,-1,-1,-0.8799999999999955,0,0,0,0,0,0,0,End 2025,3,2025-01-24,-2.8799999999999955,BoE,-4.5
2025-01-31,-1,-1,-1,-0.2799999999999727,0,0,0,0,0,0,End 2025,3,2025-01-31,-3.2799999999999727,BoE,-4.5
2025-02-07,-1,-1,-1,-0.5199999999999818,0,0,0,0,0,0,End 2025,4,2025-02-07,-3.519999999999982,BoE,-4.5
2025-02-14,-1,-1,-1,-0.45999999999997954,0,0,0,0,0,0,End 2025,3,2025-02-14,-3.4599999999999795,BoE,-4.5
2025-02-21,-1,-1,-1,-0.30000000000001137,0,0,0,0,0,0,End 2025,3,2025-02-21,-3.3000000000000114,BoE,-4.5
2024-06-07,-1,-0.37999999999999545,0,0,0,0,0,0,0,0,End 2026,1,2024-06-07,-1.3799999999999955,BoE,NA
2024-06-14,-1,-0.36000000000001364,0,0,0,0,0,0,0,0,End 2026,1,2024-06-14,-1.3600000000000136,BoE,NA
2024-06-21,-1,-0.28000000000002956,0,0,0,0,0,0,0,0,End 2026,1,2024-06-21,-1.2800000000000296,BoE,NA
2024-06-28,-1,-0.22000000000002728,0,0,0,0,0,0,0,0,End 2026,1,2024-06-28,-1.2200000000000273,BoE,NA
2024-07-05,-1,-0.19999999999998863,0,0,0,0,0,0,0,0,End 2026,1,2024-07-05,-1.1999999999999886,BoE,NA
2024-07-12,-1,-0.07999999999998408,0,0,0,0,0,0,0,0,End 2026,1,2024-07-12,-1.079999999999984,BoE,NA
2024-07-19,-1,0,0,0,0,0,0,0,0,0,End 2026,1,2024-07-19,-1,BoE,NA
2024-07-26,-0.9800000000000182,0,0,0,0,0,0,0,0,0,End 2026,1,2024-07-26,-0.9800000000000182,BoE,NA
2024-08-02,-0.7599999999999909,0,0,0,0,0,0,0,0,0,End 2026,1,2024-08-02,-0.7599999999999909,BoE,NA
2024-08-09,-0.6999999999999886,0,0,0,0,0,0,0,0,0,End 2026,1,2024-08-09,-0.6999999999999886,BoE,NA
2024-08-16,-0.7799999999999727,0,0,0,0,0,0,0,0,0,End 2026,1,2024-08-16,-0.7799999999999727,BoE,NA
2024-08-23,-0.5600000000000023,0,0,0,0,0,0,0,0,0,End 2026,1,2024-08-23,-0.5600000000000023,BoE,NA
2024-08-30,-0.5799999999999841,0,0,0,0,0,0,0,0,0,End 2026,1,2024-08-30,-0.5799999999999841,BoE,NA
2024-09-06,-0.37999999999999545,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-06,-0.37999999999999545,BoE,NA
2024-09-13,-0.2799999999999727,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-13,-0.2799999999999727,BoE,NA
2024-09-20,-0.160000000000025,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-20,-0.160000000000025,BoE,NA
2024-09-27,0.040000000000020464,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-27,0.040000000000020464,BoE,NA
2024-10-04,-0.13999999999998636,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-04,-0.13999999999998636,BoE,NA
2024-10-11,-0.10000000000002274,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-11,-0.10000000000002274,BoE,NA
2024-10-18,-0.020000000000038654,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-18,-0.020000000000038654,BoE,NA
2024-10-25,0.13999999999998636,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-25,0.13999999999998636,BoE,NA
2024-11-01,-0.19999999999998863,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-01,-0.19999999999998863,BoE,NA
2024-11-08,-0.339999999999975,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-08,-0.339999999999975,BoE,NA
2024-11-15,-0.30000000000001137,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-15,-0.30000000000001137,BoE,NA
2024-11-22,-0.34000000000003183,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-22,-0.34000000000003183,BoE,NA
2024-11-29,-0.6800000000000068,0,0,0,0,0,0,0,0,0,End 2026,1,2024-11-29,-0.6800000000000068,BoE,NA
2024-12-06,-0.660000000000025,0,0,0,0,0,0,0,0,0,End 2026,1,2024-12-06,-0.660000000000025,BoE,NA
2024-12-13,-0.4199999999999591,0,0,0,0,0,0,0,0,0,End 2026,0,2024-12-13,-0.4199999999999591,BoE,NA
2024-12-20,-0.7200000000000273,0,0,0,0,0,0,0,0,0,End 2026,1,2024-12-20,-0.7200000000000273,BoE,NA
2024-12-27,-0.5600000000000023,0,0,0,0,0,0,0,0,0,End 2026,1,2024-12-27,-0.5600000000000023,BoE,NA
2025-01-03,-0.5,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-03,-0.5,BoE,NA
2025-01-10,-0.19999999999998863,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-10,-0.19999999999998863,BoE,NA
2025-01-17,-0.18000000000000682,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-17,-0.18000000000000682,BoE,NA
2025-01-24,-0.160000000000025,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-24,-0.160000000000025,BoE,NA
2025-01-31,-0.4000000000000341,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-31,-0.4000000000000341,BoE,NA
2025-02-07,-0.2400000000000091,0,0,0,0,0,0,0,0,0,End 2026,0,2025-02-07,-0.2400000000000091,BoE,NA
2025-02-14,-0.10000000000002274,0,0,0,0,0,0,0,0,0,End 2026,0,2025-02-14,-0.10000000000002274,BoE,NA
2025-02-21,-0.01999999999998181,0,0,0,0,0,0,0,0,0,End 2026,0,2025-02-21,-0.01999999999998181,BoE,NA
2024-06-07,1,0.2799999999999727,0,0,0,0,0,0,0,0,End 2025,1,2024-06-07,1.2799999999999727,BoJ,NA
2024-06-14,1,0.18999999999999773,0,0,0,0,0,0,0,0,End 2025,1,2024-06-14,1.1899999999999977,BoJ,NA
2024-06-21,1,0.160000000000025,0,0,0,0,0,0,0,0,End 2025,1,2024-06-21,1.160000000000025,BoJ,1
2024-06-28,1,0.37999999999999545,0,0,0,0,0,0,0,0,End 2025,1,2024-06-28,1.3799999999999955,BoJ,1
2024-07-05,1,0.339999999999975,0,0,0,0,0,0,0,0,End 2025,1,2024-07-05,1.339999999999975,BoJ,1
2024-07-12,1,0.20999999999997954,0,0,0,0,0,0,0,0,End 2025,1,2024-07-12,1.2099999999999795,BoJ,1
2024-07-19,1,0.20999999999997954,0,0,0,0,0,0,0,0,End 2025,1,2024-07-19,1.2099999999999795,BoJ,1
2024-07-26,1,0.38999999999998636,0,0,0,0,0,0,0,0,End 2025,1,2024-07-26,1.3899999999999864,BoJ,1.8000000000000003
2024-08-02,1,0.5799999999999841,0,0,0,0,0,0,0,0,End 2025,2,2024-08-02,1.579999999999984,BoJ,1.8000000000000003
2024-08-09,0.9900000000000091,0,0,0,0,0,0,0,0,0,End 2025,1,2024-08-09,0.9900000000000091,BoJ,1.8000000000000003
2024-08-16,1,0.14999999999997726,0,0,0,0,0,0,0,0,End 2025,1,2024-08-16,1.1499999999999773,BoJ,1.8000000000000003
2024-08-23,1,0.13999999999998636,0,0,0,0,0,0,0,0,End 2025,1,2024-08-23,1.1399999999999864,BoJ,1.7999999999999998
2024-08-30,1,0.160000000000025,0,0,0,0,0,0,0,0,End 2025,1,2024-08-30,1.160000000000025,BoJ,1.7999999999999998
2024-09-06,1,0.18000000000000682,0,0,0,0,0,0,0,0,End 2025,1,2024-09-06,1.1800000000000068,BoJ,1.7999999999999998
2024-09-13,1,0.14999999999997726,0,0,0,0,0,0,0,0,End 2025,1,2024-09-13,1.1499999999999773,BoJ,1.7999999999999998
2024-09-20,1,0.12000000000000455,0,0,0,0,0,0,0,0,End 2025,1,2024-09-20,1.1200000000000045,BoJ,1.7999999999999998
2024-09-27,0.7599999999999909,0,0,0,0,0,0,0,0,0,End 2025,1,2024-09-27,0.7599999999999909,BoJ,1.6
2024-10-04,1,0.01999999999998181,0,0,0,0,0,0,0,0,End 2025,1,2024-10-04,1.0199999999999818,BoJ,1.6
2024-10-11,1,0.2400000000000091,0,0,0,0,0,0,0,0,End 2025,1,2024-10-11,1.240000000000009,BoJ,1.6
2024-10-18,1,0.37000000000000455,0,0,0,0,0,0,0,0,End 2025,1,2024-10-18,1.3700000000000045,BoJ,1.6
2024-10-25,1,0.2699999999999818,0,0,0,0,0,0,0,0,End 2025,1,2024-10-25,1.2699999999999818,BoJ,1.5
2024-11-01,1,0.38999999999998636,0,0,0,0,0,0,0,0,End 2025,1,2024-11-01,1.3899999999999864,BoJ,1.5
2024-11-08,1,0.5600000000000023,0,0,0,0,0,0,0,0,End 2025,2,2024-11-08,1.5600000000000023,BoJ,1.5
2024-11-15,1,0.8100000000000023,0,0,0,0,0,0,0,0,End 2025,2,2024-11-15,1.8100000000000023,BoJ,1.5
2024-11-22,1,0.8999999999999773,0,0,0,0,0,0,0,0,End 2025,2,2024-11-22,1.8999999999999773,BoJ,1.5
2024-11-29,1,1,0.040000000000020464,0,0,0,0,0,0,0,End 2025,2,2024-11-29,2.0400000000000205,BoJ,1.5
2024-12-06,1,0.8799999999999955,0,0,0,0,0,0,0,0,End 2025,2,2024-12-06,1.8799999999999955,BoJ,1.5
2024-12-13,1,0.7099999999999795,0,0,0,0,0,0,0,0,End 2025,2,2024-12-13,1.7099999999999795,BoJ,1.5
2024-12-20,1,0.6800000000000068,0,0,0,0,0,0,0,0,End 2025,2,2024-12-20,1.6800000000000068,BoJ,1.5
2024-12-27,1,0.8799999999999955,0,0,0,0,0,0,0,0,End 2025,2,2024-12-27,1.8799999999999955,BoJ,1.5
2025-01-03,1,0.8899999999999864,0,0,0,0,0,0,0,0,End 2025,2,2025-01-03,1.8899999999999864,BoJ,1.5
2025-01-10,1,0.8500000000000227,0,0,0,0,0,0,0,0,End 2025,2,2025-01-10,1.8500000000000227,BoJ,1.5
2025-01-17,1,0.9499999999999886,0,0,0,0,0,0,0,0,End 2025,2,2025-01-17,1.9499999999999886,BoJ,1.5
2025-01-24,1,1,0.01999999999998181,0,0,0,0,0,0,0,End 2025,2,2025-01-24,2.019999999999982,BoJ,1.5
2025-01-31,1,1,0.18000000000000682,0,0,0,0,0,0,0,End 2025,2,2025-01-31,2.180000000000007,BoJ,1.5
2025-02-07,1,1,0.37999999999999545,0,0,0,0,0,0,0,End 2025,2,2025-02-07,2.3799999999999955,BoJ,1.5
2025-02-14,1,1,0.38999999999998636,0,0,0,0,0,0,0,End 2025,2,2025-02-14,2.3899999999999864,BoJ,1.5
2025-02-21,1,1,0.45999999999997954,0,0,0,0,0,0,0,End 2025,2,2025-02-21,2.4599999999999795,BoJ,1.5
2024-06-07,0.6100000000000136,0,0,0,0,0,0,0,0,0,End 2026,1,2024-06-07,0.6100000000000136,BoJ,NA
2024-06-14,0.5699999999999932,0,0,0,0,0,0,0,0,0,End 2026,1,2024-06-14,0.5699999999999932,BoJ,NA
2024-06-21,0.5699999999999932,0,0,0,0,0,0,0,0,0,End 2026,1,2024-06-21,0.5699999999999932,BoJ,NA
2024-06-28,0.6499999999999773,0,0,0,0,0,0,0,0,0,End 2026,1,2024-06-28,0.6499999999999773,BoJ,NA
2024-07-05,0.6300000000000523,0,0,0,0,0,0,0,0,0,End 2026,1,2024-07-05,0.6300000000000523,BoJ,NA
2024-07-12,0.6299999999999955,0,0,0,0,0,0,0,0,0,End 2026,1,2024-07-12,0.6299999999999955,BoJ,NA
2024-07-19,0.5500000000000114,0,0,0,0,0,0,0,0,0,End 2026,1,2024-07-19,0.5500000000000114,BoJ,NA
2024-07-26,0.5300000000000296,0,0,0,0,0,0,0,0,0,End 2026,1,2024-07-26,0.5300000000000296,BoJ,NA
2024-08-02,0.35000000000002274,0,0,0,0,0,0,0,0,0,End 2026,0,2024-08-02,0.35000000000002274,BoJ,NA
2024-08-09,0.21999999999997044,0,0,0,0,0,0,0,0,0,End 2026,0,2024-08-09,0.21999999999997044,BoJ,NA
2024-08-16,0.22000000000002728,0,0,0,0,0,0,0,0,0,End 2026,0,2024-08-16,0.22000000000002728,BoJ,NA
2024-08-23,0.30000000000001137,0,0,0,0,0,0,0,0,0,End 2026,0,2024-08-23,0.30000000000001137,BoJ,NA
2024-08-30,0.3199999999999932,0,0,0,0,0,0,0,0,0,End 2026,0,2024-08-30,0.3199999999999932,BoJ,NA
2024-09-06,0.2699999999999818,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-06,0.2699999999999818,BoJ,NA
2024-09-13,0.28000000000002956,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-13,0.28000000000002956,BoJ,NA
2024-09-20,0.30000000000001137,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-20,0.30000000000001137,BoJ,NA
2024-09-27,0.4200000000000159,0,0,0,0,0,0,0,0,0,End 2026,0,2024-09-27,0.4200000000000159,BoJ,NA
2024-10-04,0.3100000000000023,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-04,0.3100000000000023,BoJ,NA
2024-10-11,0.3299999999999841,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-11,0.3299999999999841,BoJ,NA
2024-10-18,0.37999999999999545,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-18,0.37999999999999545,BoJ,NA
2024-10-25,0.29000000000002046,0,0,0,0,0,0,0,0,0,End 2026,0,2024-10-25,0.29000000000002046,BoJ,NA
2024-11-01,0.29000000000002046,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-01,0.29000000000002046,BoJ,NA
2024-11-08,0.2799999999999727,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-08,0.2799999999999727,BoJ,NA
2024-11-15,0.339999999999975,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-15,0.339999999999975,BoJ,NA
2024-11-22,0.3300000000000409,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-22,0.3300000000000409,BoJ,NA
2024-11-29,0.20999999999997954,0,0,0,0,0,0,0,0,0,End 2026,0,2024-11-29,0.20999999999997954,BoJ,NA
2024-12-06,0.3299999999999841,0,0,0,0,0,0,0,0,0,End 2026,0,2024-12-06,0.3299999999999841,BoJ,NA
2024-12-13,0.36000000000001364,0,0,0,0,0,0,0,0,0,End 2026,0,2024-12-13,0.36000000000001364,BoJ,NA
2024-12-20,0.3499999999999659,0,0,0,0,0,0,0,0,0,End 2026,0,2024-12-20,0.3499999999999659,BoJ,NA
2024-12-27,0.39999999999997726,0,0,0,0,0,0,0,0,0,End 2026,0,2024-12-27,0.39999999999997726,BoJ,NA
2025-01-03,0.4900000000000091,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-03,0.4900000000000091,BoJ,NA
2025-01-10,0.48999999999995225,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-10,0.48999999999995225,BoJ,NA
2025-01-17,0.4900000000000091,0,0,0,0,0,0,0,0,0,End 2026,0,2025-01-17,0.4900000000000091,BoJ,NA
2025-01-24,0.5800000000000409,0,0,0,0,0,0,0,0,0,End 2026,1,2025-01-24,0.5800000000000409,BoJ,NA
2025-01-31,0.5199999999999818,0,0,0,0,0,0,0,0,0,End 2026,1,2025-01-31,0.5199999999999818,BoJ,NA
2025-02-07,0.6399999999999864,0,0,0,0,0,0,0,0,0,End 2026,1,2025-02-07,0.6399999999999864,BoJ,NA
2025-02-14,0.5900000000000318,0,0,0,0,0,0,0,0,0,End 2026,1,2025-02-14,0.5900000000000318,BoJ,NA
2025-02-21,0.7800000000000296,0,0,0,0,0,0,0,0,0,End 2026,1,2025-02-21,0.7800000000000296,BoJ,NA
